-73,0.5,-64
-73,0.5,-57
-68.2200012,0.541000009,-57.6500015
-66.4800034,0.541000009,-63.5800018
-69.6200027,0.541000009,-54.0999985
-67.0899963,0.541000009,-47.1899986
-74.0400009,0.541000009,-49.6399994
-82.2300034,0.541000009,-47.1300011
-90.25,0.541000009,-46.7000008 ---
-96.1699982,0.541000009,-43.2599983
-99.4800034,0.541000009,-41.2099991
-99.2399979,0.541000009,-50.5499992
-99.4899979,0.541000009,-58.2799988
-93.7900009,0.541000009,-58.5699997 ---
-91.1920013,0.541000009,-55.9280014 ---
-93.0400009,0.541000009,-51.7700005
-91.2600021,0.541000009,-51.8100014 
-96.3099976,0.541000009,-67.4300003
-105.650002,0.541000009,-65.1999969
-114.620003,0.541000009,-54.3699989
-123.190002,0.541000009,-53.8300018

-93.45,0.5,-67.9
